"Category","File","GroupType","GroupName","Line"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"128"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"140"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"137"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"154"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"152"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"151"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"148"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"153"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"146"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"145"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"144"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"143"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","SGroup",,"147"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_cavdetachment.scar","SGroup",,"198"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"133"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"128"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"129"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"130"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"131"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"132"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"134"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"497"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"136"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"138"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"495"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"496"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"498"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"127"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"135"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"126"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"120"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"123"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"106"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"107"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"110"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"111"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"113"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"114"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"108"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"117"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"118"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"119"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"124"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"121"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"122"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","SGroup",,"115"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","EGroup","eg_huntingCabinsAlreadyCounted","140"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\obj_buysettlements.scar","EGroup","eg_allSettlements","127"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"107"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"108"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"109"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"110"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"377"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"113"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"375"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"376"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"106"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"111"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"105"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"374"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"102"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"104"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"90"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"91"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"93"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"94"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"92"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"97"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"98"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"99"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"101"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","SGroup",,"96"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\obj_mongolattacks.scar","SGroup",,"240"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\obj_moscowdefense.scar","SGroup",,"57"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"137"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"130"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"135"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"133"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"131"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"129"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"121"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"127"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"126"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"125"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"123"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"138"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"120"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"128"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"139"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"146"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"141"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"142"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"143"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"144"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"145"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"147"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"149"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"150"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"151"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"159"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"154"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"157"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"158"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"118"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"140"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"117"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"152"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"115"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"116"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"81"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"82"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"83"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"84"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"85"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"86"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"87"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"88"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"89"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"90"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"91"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"92"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"93"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"94"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"95"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"107"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"97"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"98"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"100"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"101"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"104"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"105"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"106"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"96"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"108"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"109"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"110"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"111"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"112"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"113"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","SGroup",,"114"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","EGroup","eg_novgorodinnerwalls","165"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","EGroup","eg_novgorodouterwalls","164"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","EGroup","eg_skirinowalls","163"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","EGroup","eg_soltsywalls","162"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\obj_capture_village.scar","SGroup",,"531"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\obj_getagefour.scar","SGroup",,"67"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\training_novgorod.scar","SGroup",,"9"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\training_novgorod.scar","SGroup",,"10"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\training_novgorod.scar","SGroup",,"346"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","SGroup",,"316"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","SGroup",,"225"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","SGroup",,"309"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","SGroup",,"141"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","SGroup",,"138"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","SGroup",,"142"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"57"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"1056"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"50"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"51"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"52"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"53"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"54"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"56"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"59"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"67"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"62"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"64"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"65"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"66"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"47"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"69"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"72"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"73"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"74"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"60"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"46"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"41"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"44"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"45"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"19"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"20"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"21"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"23"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"27"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"28"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"29"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"30"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"22"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"32"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"33"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"34"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"35"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"36"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"42"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"38"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"39"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"40"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","SGroup",,"31"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","EGroup","eg_mon_outro","78"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","EGroup","eg_mon_towncenter","77"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","EGroup","eg_rus_towncenter","80"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_attackmongols.scar","SGroup",,"178"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_attackmongols.scar","SGroup",,"197"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_attackmongols.scar","SGroup",,"198"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_attackmongols.scar","SGroup",,"199"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_attackmongols.scar","SGroup",,"200"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_attackmongols.scar","SGroup",,"201"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_attackmongols.scar","EGroup","eg_mon_buildings","177"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_holdfords.scar","SGroup",,"685"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_holdfords.scar","SGroup",,"686"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_holdfords.scar","SGroup",,"684"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_holdfords.scar","SGroup",,"186"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_holdfords.scar","SGroup",,"187"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_holdfords.scar","SGroup",,"392"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"63"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"64"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"65"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"66"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"67"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"69"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"70"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"71"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"72"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"73"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"74"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"76"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"77"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"79"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"80"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"81"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"82"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"83"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"84"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"85"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"86"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"87"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"89"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"62"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"78"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"61"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"34"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"59"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"28"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"29"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"30"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"31"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"32"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"33"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"60"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"37"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"38"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"39"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"40"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","SGroup",,"27"
