"Name","Namespace","ParamRaw","Description"
"Loadout_GetEquippedArmyUnitAtIndex","Loadout","PlayerID player, Integer index","Get the player's equipped elite at the specified index for their currently set race"
"Loadout_GetEquippedArmyUnitsCount","Loadout","PlayerID player","Get the number of elites currently equipped for the player's current race"
"Loc_Empty","Loc","","Returns an empty localized string."
"Loc_FormatInteger","Loc","Integer integer","Returns a localized string containing the integer."
"Loc_FormatNumber","Loc","Real number, Integer numDecimalPlaces","Returns a localized string containing the number to the specified number of decimal places."
"Loc_FormatTime_H_M_S","Loc","Real secs, Boolean leading_zeroes","Returns a formatted time string in hours, minutes, and seconds. can omit leading zeroes."
"Loc_FormatTime_M_S","Loc","Real secs, Boolean leading_zeroes","Returns a formatted time string in minutes and seconds. can omit leading zeroes."
"Loc_FormatTime_M_S_MS","Loc","Real secs, Boolean leading_zeroes","Returns a formatted time string in minutes, seconds, and milliseconds. can omit leading zeroes."
"Loc_GetString","Loc","StackVar id","Returns the localized string identified by the specified id."
"LocalCommand_Entity","LocalCommand","PlayerID player, EGroupID egroup, EntityCommandType entityCommand","Send a entity command to a entity group(CMD_DefaultAction, CMD_Stop, CMD_Destroy, CMD_BuildSquad, CMD_CancelProduction, CMD_RallyPoint, CMD_AttackForced)"
"LocalCommand_EntityAbility","LocalCommand","PlayerID player, EGroupID egroup, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq, Boolean queued","Send an entity ability command (CMD_Ability) to an entity"
"LocalCommand_EntityBuildSquad","LocalCommand","PlayerID player, EGroupID egroup, ScarSquadPBG squadPbg","Send a squad command to a entity group with custom data"
"LocalCommand_EntityEntity","LocalCommand","PlayerID player, EGroupID egroup, EntityCommandType entityCommand, EGroupID target","Send a entity-based command to an entity group."
"LocalCommand_EntityExt","LocalCommand","PlayerID player, EGroupID egroup, EntityCommandType entityCommand, Integer cmdparam, Boolean queued","Send a squad command to a squad group with custom data"
"LocalCommand_EntityPos","LocalCommand","PlayerID player, EGroupID egroup, EntityCommandType entityCommand, Position target","Send a position command to an entity group."
"LocalCommand_EntityPosAbility","LocalCommand","PlayerID player, EGroupID egroup, Position pos, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq, Boolean queued","Send a positional ability command (CMD_Ability) to an entity"
"LocalCommand_EntityPosDirAbility","LocalCommand","PlayerID player, EGroupID egroup, Position pos, Position dir, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq, Boolean queued","Send a positional/directional ability command (CMD_Ability) to an entity"
"LocalCommand_EntityPosSquad","LocalCommand","PlayerID player, EGroupID egroup, EntityCommandType entityCommand, Position target, SGroupID sgroup","Send a dual target (position and squad) command to an entity group."
"LocalCommand_EntitySquad","LocalCommand","PlayerID player, EGroupID egroup, EntityCommandType entityCommand, SGroupID target","Send a squad-based command to an entity group."
"LocalCommand_EntityTargetEntityAbility","LocalCommand","PlayerID player, EGroupID egroup, EntityID entityTarget, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq, Boolean queued","Send an entity-targeting ability command (CMD_Ability) to an entity"
"LocalCommand_EntityTargetSquadAbility","LocalCommand","PlayerID player, EGroupID egroup, SquadID squadTarget, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq, Boolean queued","Send an squad-targeting ability command (CMD_Ability) to an entity"
"LocalCommand_EntityUpgrade","LocalCommand","PlayerID player, EGroupID egroup, ScarUpgradePBG upgrade, Boolean instant, Boolean queued","Send a squad command to a entity group with custom data"
"LocalCommand_Player","LocalCommand","PlayerID player, PlayerID dest, PlayerCommandType playerCommand","Send a player command to a player"
"LocalCommand_PlayerAbility","LocalCommand","PlayerID player, PlayerID dest, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq","Send a player ability command (PCMD_Ability) to a player"
"LocalCommand_PlayerEntity","LocalCommand","PlayerID player, PlayerID dest, PlayerCommandType playerCommand, EGroupID target","Send an entity command to a player."
"LocalCommand_PlayerExt","LocalCommand","PlayerID player, PlayerID dest, PlayerCommandType playerCommand, Integer cmdparam, Boolean queued","Send a player command to a player with a custom flag"
"LocalCommand_PlayerMultiTargetAbility","LocalCommand","PlayerID caster, vector<ConstTargetHandle> targets, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq","Send a player a command to use a multi-target ability on the given targets."
"LocalCommand_PlayerPlaceAndConstructEntitiesPlanned","LocalCommand","PlayerID player, ScarEntityPBG ebp, Position position, Position facingPos, Boolean queued, Boolean payOnApply","Place a planned structure"
"LocalCommand_PlayerPlaceAndConstructFencePlanned","LocalCommand","PlayerID player, ScarEntityPBG ebp, Position posStart, Position posEnd, Boolean queued, Boolean payOnApply","Place a planned fence"
"LocalCommand_PlayerPlaceAndConstructSlottedSplineConstructed","LocalCommand","PlayerID player, ScarEntityPBG ebp, Position posStart, Position posEnd, Boolean queued, Boolean payOnApply","Place a constructed slotted spline"
"LocalCommand_PlayerPlaceAndConstructSlottedSplinePlanned","LocalCommand","PlayerID player, ScarEntityPBG ebp, Position posStart, Position posEnd, Boolean queued, Boolean payOnApply","Place a planned slotted spline"
"LocalCommand_PlayerPos","LocalCommand","PlayerID player, PlayerID dest, PlayerCommandType playerCommand, Position pos","Send a position command to a player."
"LocalCommand_PlayerPosAbility","LocalCommand","PlayerID player, PlayerID dest, Position pos, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq","Send a positional ability command (PCMD_Ability) to a player"
"LocalCommand_PlayerPosDirAbility","LocalCommand","PlayerID player, PlayerID dest, Position pos, Position dir, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq","Send a positional/directional ability command (PCMD_Ability) to a player"
"LocalCommand_PlayerPosExt","LocalCommand","PlayerID player, PlayerID dest, PlayerCommandType playerCommand, Position pos, Integer cmdparam, Boolean queued","Send a position command to a player with extra info"
"LocalCommand_PlayerSquadConstructBuilding","LocalCommand","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position position, Position facingPos, Boolean queued","Send a player command to itself to order squads in the sgroup to construct the building at specific position and facing"
"LocalCommand_PlayerSquadConstructBuildingCheat","LocalCommand","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position position, Position facingPos, Boolean queued","Send a player command to itself to order squads in the sgroup to construct the building at specific position and facing"
"LocalCommand_PlayerSquadConstructFence","LocalCommand","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position posStart, Position posEnd, Boolean queued","Send a player command to itself to order squads in the sgroup to construct fences from posStart to posEnd"
"LocalCommand_PlayerSquadConstructFenceCheat","LocalCommand","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position posStart, Position posEnd, Boolean queued","Send a player command to itself to order squads in the sgroup to construct fences from posStart to posEnd"
"LocalCommand_PlayerSquadConstructField","LocalCommand","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position posStart, Position posEnd, Boolean queued","Send a player command to itself to order squads in the sgroup to construct a field ranging from posStart to posEnd"
"LocalCommand_PlayerSquadConstructFieldCheat","LocalCommand","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position posStart, Position posEnd, Boolean queued","Send a player command to itself to order squads in the sgroup to construct a field ranging from posStart to posEnd"
"LocalCommand_PlayerSquadConstructSlottedSpline","LocalCommand","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position posStart, Position posEnd, Boolean queued","Send a command from player to sgroup to build ebp as a slotted spline from posStart to posEnd."
"LocalCommand_PlayerSquadConstructSlottedSplineCheat","LocalCommand","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position posStart, Position posEnd, Boolean queued","Send a command from player to sgroup to build ebp as a slotted spline from posStart to posEnd."
"LocalCommand_PlayerSquadConstructSlottedSplineDependent","LocalCommand","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position position, Position facingPos, Boolean queued","Send a command from player to sgroup to build ebp as a slotted spline dependent entity."
"LocalCommand_PlayerSquadConstructSlottedSplineDependentCheat","LocalCommand","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position position, Position facingPos, Boolean queued","Send a command from player to sgroup to build ebp as a slotted spline dependent entity."
"LocalCommand_PlayerSquadConstructSlottedSplineReplacer","LocalCommand","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position position, Position facingPos, Boolean queued","Send a command from player to sgroup to build ebp as a slotted spline replacer entity."
"LocalCommand_PlayerSquadConstructSlottedSplineReplacerCheat","LocalCommand","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position position, Position facingPos, Boolean queued","Send a command from player to sgroup to build ebp as a slotted spline replacer entity."
"LocalCommand_PlayerUpgrade","LocalCommand","PlayerID player, ScarUpgradePBG upgrade, Boolean instant, Boolean queued","Sends an upgrade command to a player"
"LocalCommand_Squad","LocalCommand","PlayerID player, SGroupID sgroup, SquadCommandType squadCommand, Boolean queued","Send a squad command to a squad group"
"LocalCommand_SquadAbility","LocalCommand","PlayerID player, SGroupID sgroup, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq, Boolean queued","Send a ability command (SCMD_Ability) to a squad"
"LocalCommand_SquadAttackMovePos","LocalCommand","PlayerID player, SGroupID sgroup, SquadCommandType squadCommand, Position target, String planName, Boolean queued, Boolean split","Send a position ATTACK MOVE command to a squad group with custom data."
"LocalCommand_SquadEntity","LocalCommand","PlayerID player, SGroupID sgroup, SquadCommandType squadCommand, EGroupID target, Boolean queued","Send an entity command to a squad group."
"LocalCommand_SquadEntityAbility","LocalCommand","PlayerID player, SGroupID sgroup, EGroupID target, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq, Boolean queued","Send a entity ability command (SCMD_Ability) to a squad"
"LocalCommand_SquadEntityAttack","LocalCommand","PlayerID player, SGroupID sgroup, EGroupID target, Boolean bCheckFOW, Boolean bStationary, String planName, Boolean queued","Send an entity command ATTACK to a squad group."
"LocalCommand_SquadEntityBool","LocalCommand","PlayerID player, SGroupID sgroup, SquadCommandType squadCommand, EGroupID target, Boolean cmdparam, Boolean queued","Send a entity command to a squad group with custom BOOLEAN data"
"LocalCommand_SquadEntityExt","LocalCommand","PlayerID player, SGroupID sgroup, SquadCommandType squadCommand, EGroupID target, Integer cmdparam, Boolean queued","Send a entity command to a squad group with custom data"
"LocalCommand_SquadEntityLoad","LocalCommand","PlayerID player, SGroupID sgroup, SquadCommandType squadCommand, EGroupID target, Boolean bOverLoad, Boolean queued","Send special squad command to a squad group with squad load parameters"
"LocalCommand_SquadExt","LocalCommand","PlayerID player, SGroupID sgroup, SquadCommandType squadCommand, Integer cmdparam, Boolean queued","Send a squad command to a squad group with custom data"
"LocalCommand_SquadMovePos","LocalCommand","PlayerID player, SGroupID sgroup, Position target, Boolean queued, Boolean reverseMove, Boolean split, Real acceptableProximity","Send a move to position command for a squad group."
"LocalCommand_SquadMovePosFacing","LocalCommand","PlayerID player, SGroupID sgroup, Position target, Position facing, Boolean queued, Boolean reverseMove, Boolean split, Real acceptableProximity","Send a move-facing command to a squad group"
"LocalCommand_SquadMultiTargetAbility","LocalCommand","SquadID caster, vector<ConstTargetHandle> targets, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq, Boolean queued","Send a squad a command to use a multi-target ability on the given targets."
"LocalCommand_SquadPath","LocalCommand","PlayerID pPlayer, SGroupID pSGroup, String pathName, Integer pathIndex, Boolean bFromClosest, LoopType loopType, Boolean bAttackMove, Real pauseTime, Boolean bMoveForward, Boolean queued","Send a squad patrol command (SCMD_Patrol) to a squad"
"LocalCommand_SquadPos","LocalCommand","PlayerID player, SGroupID sgroup, SquadCommandType squadCommand, Position target, Boolean queued","Send a position command to a squad group."
"LocalCommand_SquadPosAbility","LocalCommand","PlayerID player, SGroupID sgroup, Position pos, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq, Boolean queued","Send a positional ability command (SCMD_Ability) to a squad"
"LocalCommand_SquadPosExt","LocalCommand","PlayerID player, SGroupID sgroup, SquadCommandType squadCommand, Position target, Integer cmdparam, Boolean queued","Send a position command to a squad group with custom data"
"LocalCommand_SquadPositionAttack","LocalCommand","PlayerID player, SGroupID sgroup, Position target, Boolean bCheckFOW, Boolean bStationary, String planName, Boolean queued","Send an position command ATTACK to a squad group."
"LocalCommand_SquadRetreatPos","LocalCommand","PlayerID player, SGroupID sgroup, Position target, Boolean queued, Boolean allowNonInteractiveStages","Send a retreat position command to a squad group."
"LocalCommand_SquadSetCombatStance","LocalCommand","PlayerID player, SGroupID sgroup, StanceType stanceType, Boolean queued","Send a set CombatStance command to the squads"
"LocalCommand_SquadSetWeaponPreference","LocalCommand","PlayerID player, SGroupID sgroup, WeaponPreference weaponPreference, Boolean queued","Send a set Weapon Preference command to the squads"
"LocalCommand_SquadSquad","LocalCommand","PlayerID player, SGroupID sgroup, SquadCommandType squadCommand, SGroupID target, Boolean queued","Send an squad-based command to a squad group."
"LocalCommand_SquadSquadAbility","LocalCommand","PlayerID player, SGroupID sgroup, SGroupID target, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq, Boolean queued","Send a squad ability command (SCMD_Ability) to a squad"
"LocalCommand_SquadSquadAttack","LocalCommand","PlayerID player, SGroupID sgroup, SGroupID target, Boolean bCheckFOW, Boolean bStationary, String planName, Boolean queued","Send an squad-based command to a squad group."
"LocalCommand_SquadSquadExt","LocalCommand","PlayerID player, SGroupID sgroup, SquadCommandType squadCommand, SGroupID target, Integer cmdparam, Boolean queued","Send a squad command to a squad group with custom data"
"LocalCommand_SquadSquadLoad","LocalCommand","PlayerID player, SGroupID sgroup, SquadCommandType squadCommand, SGroupID target, Boolean bOverLoad, Boolean queued","Send special squad command to a squad group with squad load parameters"
"LocalCommand_SquadUpgrade","LocalCommand","PlayerID player, SGroupID sgroup, ScarUpgradePBG upgrade, Boolean instant, Boolean queued","Sends an upgrade command to a squad group."
"lockstep_simulation_presentation_toggle","lockstep","","Run simulation and presentation in lockstep, with simulation ticked every frame (useful for debugging sync errors)"
"MapIcon_ClearFacing","MapIcon","Integer id","Clear the map icon facing value."
"MapIcon_CreateEntity","MapIcon","EntityID entity, String icon, Real scale, Integer red, Integer green, Integer blue, Integer alpha","Create a map icon targetting an entity."
"MapIcon_CreatePosition","MapIcon","Position position, String icon, Real scale, Integer red, Integer green, Integer blue, Integer alpha","Create a map icon targetting a position."
"MapIcon_CreateSquad","MapIcon","SquadID squad, String icon, Real scale, Integer red, Integer green, Integer blue, Integer alpha","Create a map icon targetting a squad."
"MapIcon_Destroy","MapIcon","Integer id","Remove a map icon."
"MapIcon_DestroyAll","MapIcon","","Remove all map icons."
"MapIcon_SetFacingEntity","MapIcon","Integer id, EntityID entity","Face the map icon towards this entity."
"MapIcon_SetFacingPosition","MapIcon","Integer id, Position position","Face the map icon towards this position."
"MapIcon_SetFacingSquad","MapIcon","Integer id, SquadID squad","Face the map icon towards this squad."
"Marker_Create","Marker","String name, String type, Position pos, Position direction, Real radius","Returns a newly created marker with the given attributes [direction] is expecting a direction vector and not a position relative to [pos]"
"Marker_CreateMarkerFromEntityMarker","Marker","EntityID entity, String internalMarker, String newMarker","Finds a marker in an entity, creates a SCAR marker there and returns the new marker's name."
"Marker_Destroy","Marker","MarkerID marker","Delete this marker, only recommended for dynamically created markers"
"Marker_DoesNumberAttributeExist","Marker","MarkerID marker, String name","Returns true if a generic number attribute exists for the marker type."
"Marker_DoesStringAttributeExist","Marker","MarkerID marker, String name","Returns true if a generic string attribute exists for the marker type."
"Marker_Exists","Marker","String name, String type","Returns true if marker exists. If you don't care about the type, pass in an empty string ( """" )"
"Marker_FromName","Marker","String name, String type","Returns a ScarMarker from the Scenario Editor. If you don't care about the type, pass in an empty string ( """" )"
"Marker_GetDirection","Marker","MarkerID marker","Returns a vector for the marker direction"
"Marker_GetName","Marker","MarkerID marker","Returns the name of a given marker.  This value gets set in the Scenario Editor."
"Marker_GetNumberAttribute","Marker","MarkerID marker, String name","Returns a generic number attribute defined in a marker."
"Marker_GetPosition","Marker","MarkerID marker","Returns the position of a given marker."
"Marker_GetProximityDimensionsOrDefault","Marker","MarkerID marker, Real defaultWidth, Real defaultHeight","Returns the proximity dimensions of a given marker.  If non rectangular, default value is returned Dimensions are 2d but returned in 3d world space (terrain mapped to x,z) This value gets set in the Scenario Editor."
"Marker_GetProximityRadius","Marker","MarkerID marker","Returns the proximity radius of a given marker.  If non circular, default value is returned This value gets set in the Scenario Editor."
"Marker_GetProximityRadiusOrDefault","Marker","MarkerID marker, Real defaultValue","Returns the proximity radius of a given marker.  If non circular, default value is returned This value gets set in the Scenario Editor."
"Marker_GetStringAttribute","Marker","MarkerID marker, String name","Returns a generic string attribute defined in a marker."
"Marker_GetType","Marker","MarkerID marker","Returns the typename of a given marker. This is the typename from the Scenario Editor (name displayed when placing markers)"
"Marker_HasProximityRange","Marker","MarkerID marker","Returns if a marker has a defined (non-default) proximity range"
"Marker_InProximity","Marker","MarkerID marker, Position pos","Returns true if the given position is in the markers proximity radius or proximity rectangle (depending on the type)."
"Marker_SetProximityCircle","Marker","MarkerID marker, Real radius","Set the proximity shape of a marker to a circle with size radius"
"Marker_SetProximityPoint","Marker","MarkerID marker","Set the proximity shape of a marker to point marker (no proximity)"
"Marker_SetProximityRectangle","Marker","MarkerID marker, Real width, Real height","Set the proximity shape of a marker to a rectangle with dimensions width and height"
"Marker_StartActionAt","Marker","String name, Position pos","Start an Action at the given position.  Returns the id so the Action can be stopped using Marker_StopActionById."
"Marker_StopActionById","Marker","Integer id","Stop an Action by id.  Marker_StartActionAt returns an id that can be used here."
"MemoryStats_Disable","MemoryStats","","Disable collecting and displaying render stats"
"MemoryStats_Enable","MemoryStats","","Enable collecting and displaying render stats"
"MemoryStats_Toggle","MemoryStats","","Toggle collecting and displaying render stats"
"__Internal_Game_Autosave","Misc","","DO NOT call this function directly, use Event_Save(STT_Auto) instead"
"__Internal_Game_Quicksave","Misc","","DO NOT call this function directly, use Event_Save(STT_Quick) instead"
"__Internal_Game_SaveGame","Misc","","DO NOT call this function directly, use Event_SaveWithName(STT_Standard) instead"
"__Internal_Game_SaveToFileDev","Misc","","DO NOT call this function directly, use Event_SaveWithName(STT_Dev) instead"
"AllMarkersFromName","Misc","String name, String type","Returns all ScarMarkers from the Mission Editor with the given name. If you don't care about the type, pass in an empty string ( """" )"
"DrawOBB","Misc","RenderModel* pModel, Transform& transform","Draw the ref-posed OBB of a model"
"fatal","Misc","lua_State* state","Throws an error to lua and print out the error message"
"fatal","Misc","lua_State* state","Throws an error to lua and print out the error message"
"GetCameraNameFromPbgName","Misc","String pbgPath","get camera name from PBG path"
"getgametype","Misc","","Gets the type of game we are playing ( GT_SP = 0, GT_MP = 1, GT_Skirmish = 2)"
"getlocalplayer","Misc","","Returns the local player index"
"getmapname","Misc","","Returns the scenario name (shortname version eg. ""2P Semois"")"
"GetPhysicsDebug","Misc","","Get physics debug toggle value"
"GetPhysicsRaycastAsCapsuleDebug","Misc","","Get physics debug toggle value"
"getsimrate","Misc","","Returns the current simulation rate."
"listplayers","Misc","","Print all players information."
"LOC","Misc","String string","DEV ONLY: Converts ansi text to localized text."
"LogPrintTo","Misc","String file, String txt","Print text to specified file"
"MarkerCountFromName","Misc","String name, String type","Returns the number of ScarMarkers with the given name If you don't care about the type, pass in an empty string ( """" )"
"memdump","Misc","","Write the OS map of allocated memory to the log folder"
"memdumpf","Misc","String foldername","Write the OS map of allocated memory to the log folder"
"mempoolcount","Misc","","Returns the numbers of memory pools"
"mempoolinuse","Misc","Integer int","Given a poolID it will return the current memory in use"
"mempoolmax","Misc","Integer int","Given a poolID it will return the max amount of memory this pool has allocated"
"mempoolname","Misc","Integer poolid","Given a poolID it will return the name of the pool"
"memshrink","Misc","","Ask the OS to reduce the memory allocated to the game"
"memtofile","Misc","String pool","Write to a file all allocation content for specified pool"
"Misc_AbortToFE","Misc","","Abort straight out of the game to the frontend, without asking the user"
"Misc_AddEntitiesToGroup","Misc","EGroupID group, String entityIDsEncoded, Boolean includeSquads","Appends the provided EntityIDs to the EGroup"
"Misc_AddRestrictCommandsCircle","Misc","Position position, Real radius","Add another circle in which commands are restricted to."
"Misc_AddRestrictCommandsMarker","Misc","MarkerID marker","Add another marker in which commands are restricted to."
"Misc_AddRestrictCommandsOBB","Misc","Position minPosition, Position maxPosition","Add another AABB in which commands are restricted to."
"Misc_AddSquadsToGroup","Misc","SGroupID group, String entityIDsEncoded","Appends the provided SquadIDs to the SGroup"
"Misc_AppendToFile","Misc","String filename, String text","Appends given string to a file expects to receive a filename with an alias conserves existing file content \return Number returned is # bytes successfully written"
"Misc_AreDefaultCommandsEnabled","Misc","","Returns the enabled/disabled state of the right-click command input.  (not deterministic)"
"Misc_ClearControlGroup","Misc","Integer groupIndex","Clears a specific control group."
"Misc_ClearSelection","Misc","","Clears the current selection."
"Misc_ClearSubselection","Misc","","Clears the current sub selection."
"Misc_DetectKeyboardInput","Misc","Real sinceTime","Returns true if the app has had any keyboard input in the last second"
"Misc_DetectMouseInput","Misc","Real sinceTime","Returns true if the app has had any mouse input in the last second"
"Misc_DoesPositionHaveAssociatedDistrict","Misc","Position pos","Checks if the given position has an associated district."
"Misc_DoWeaponHitEffectOnEntity","Misc","EntityID entity, Position pos, ScarWeaponPBG weaponPBG, Boolean penetrated","Do weapon hit effect on the entity from the view camera origin"
"Misc_DoWeaponHitEffectOnPosition","Misc","Position pos, ScarWeaponPBG weaponPBG, Boolean penetrated","Do weapon hit effect on the ground"
"Misc_EnablePerformanceTest","Misc","Boolean toEnable","Turn on or off the performance test monitoring"
"Misc_FindDepositsCloseToSquad","Misc","EGroupID group, SquadID squad, Real searchRange","Find deposits within the specified range of a squad"
"Misc_FindDepositsOfTypeCloseToPosition","Misc","ResourceType resourceType, EBP gathererEBP, Position position, Number searchRange","Finds resource deposits of given type within the specified range of a position, that can be collected by the provided gathererEBP"
"Misc_GetCommandLineString","Misc","String option","Returns the string argument for a command line option. ex: for ""-init test.lua"" it would return ""test.lua"""
"Misc_GetControlGroupContents","Misc","Integer groupIndex, SGroupID squads, EGroupID nonSquadEntities","Returns contents of a control group (0 to 9). Squads are put into an sgroup, and non-squad entities are put into an egroup."
"Misc_GetDistrictGeneratorFromPosition","Misc","Position pos","Return the entity generating the district containing the given position. Use with Misc_DoesPositionHaveAssociatedDistrict"
"Misc_GetDistrictValueFromPosition","Misc","Position pos","Return the district value of the district containing the given position. Use with Misc_DoesPositionHaveAssociatedDistrict"
"Misc_GetEntityControlGroup","Misc","EntityID entity","Returns the control group index that this entity belongs to, from 0 to 9, or -1 if none."
"Misc_GetFileSize","Misc","String filename","returns the size of the file expects to receive a filename with an alias \return file size OR 0 if the file can not be read"
"Misc_GetHiddenPositionOnPath","Misc","Integer checkType, Position origin, Position destination, Integer ebpID, Real stepDistance, Real cameraPadding, PlayerID FOWPlayer, Boolean debugDisplay","Returns a hidden position on path from origin to destination. If there's none, it returns the origin position"
"Misc_GetMouseOnTerrain","Misc","","Returns the world position of the mouse on the terrain (not deterministic)"
"Misc_GetMouseOverEntity","Misc","","Returns the entity under the mouse (if any) (not deterministic)"
"Misc_GetMouseOverSquad","Misc","","Returns the entity squad under the mouse (if any) (not deterministic)"
"Misc_GetScreenCenterPosition","Misc","","Returns the world position of the the center of the screen"
"Misc_GetSelectedEntities","Misc","EGroupID group, Boolean subselection","Clears a given group and adds the current full selection (or subselection if true) to the group."
"Misc_GetSelectedSquads","Misc","SGroupID group, Boolean subselection","Clears a given group and adds the current full selection (or subselection if true) to the group."
"Misc_GetSimDefaultStepsPerSecond","Misc","","Returns the default simulation rate."
"Misc_GetSimRate","Misc","","Returns the current simulation rate."
"Misc_GetSquadControlGroup","Misc","SquadID squad","Returns the control group index that this squad belongs to, from 0 to 9, or -1 if none."
"Misc_IsCommandLineOptionSet","Misc","String option","Returns true if -option is specified on the command line"
"Misc_IsDevMode","Misc","","Returns whether the game is running in dev mode."
"Misc_IsEntityOnScreen","Misc","EntityID entity, Real percent","Check if the squad is on screen currently (not deterministic)"
"Misc_IsEntitySelected","Misc","EntityID entity","Returns true if the specified entity is currently selected."
"Misc_IsMouseOverEntity","Misc","","Returns true if the mouse is over an entity (not deterministic)"
"Misc_IsMouseOverSquad","Misc","","Returns true if the mouse is over a squad (not deterministic)"
"Misc_IsPosOnScreen","Misc","Position pos, Real percent","Check if position is on screen, (1 being the entire screen, 0.5 being 50% of the screen from the center point)"
"Misc_IsSelectionInputEnabled","Misc","","Returns the enabled/disabled state of the selection input.  (not deterministic)"
"Misc_IsSquadOnScreen","Misc","SquadID squad, Real percent","Check if the entity is on screen currently (not deterministic)"
"Misc_IsSquadSelected","Misc","SquadID squad","Returns true if the specified squad is currently selected."
"Misc_QueryDataDirectory","Misc","String pathQuery, Boolean recursiveFind","Assumes 'data:' as root; Returns a table containing the names of files matching the supplied path."
"Misc_QueryDirectory","Misc","String pathQuery, Boolean recursiveFind","Returns a table containing the names of files matching the supplied path."
"Misc_ReadFile","Misc","String filename","Reads the file as string expects to receive a filename with an alias \return file content OR empty string if the file can not be read"
"Misc_RemoveCommandRestriction","Misc","","Remove all command restrictions."
"Misc_RemoveFile","Misc","String filename","Deletes the given file expects to receive a filename with an alias \return true if file was deleted or did not exist in the first place, false otherwise"
"Misc_RestrictCommandsToMarker","Misc","MarkerID marker","Set the marker in which commands are restricted to."
"Misc_Screenshot","Misc","","Save a screenshot"
"Misc_ScreenshotExt","Misc","String fileExtension","Set the graphic file type for screenshot (.jpg, .tga)"
"Misc_SelectEntity","Misc","EntityID entity","Set the full selection to the specified entity."
"Misc_SelectSquad","Misc","SquadID squad, Boolean selected","Set the full selection to the specified entity."
"Misc_SetCurrentAutotest","Misc","String description","Sets the current autotest being used.  Used to set default text in the crash reports"
"Misc_SetDefaultCommandsEnabled","Misc","Boolean enabled","Enables/disables right-click command input."
"Misc_SetDesignerSplatsVisibility","Misc","Boolean bVisible","Shows or hides designer splats, which are splats in the UI folder"
"Misc_SetEntityControlGroup","Misc","EntityID entity, Integer groupIndex","Makes an entity belong to a specific control group. If it already belongs to another control group, it's removed from that one before being added to the new one."
"Misc_SetEntitySelectable","Misc","EntityID entity, Boolean selectable","Disable/enable selectability of the specified entity."
"Misc_SetSelectionInputEnabled","Misc","Boolean enabled","Enables/disables selection input."
"Misc_SetSimRate","Misc","Real rate","Set the simulation rate"
"Misc_SetSquadControlGroup","Misc","SquadID squad, Integer groupIndex","Makes a squad belong to a specific control group. If it already belongs to another control group, it's removed from that one before being added to the new one."
"Misc_SetSquadSelectable","Misc","SquadID squad, Boolean selectable","Disable/enable selectability of the specified squad."
"Misc_UpdateSlottedSplinesContainingEGroupAfterBlueprintConversion","Misc","EGroupID egroup","Updates the slotted spline system to handle the fact that the entities in the given EGroup have done a blueprint conversion. This must be called after converting slotted spline entities from script."
"Misc_WriteFile","Misc","String filename, String text","Writes the given string to a file expects to receive a filename with an alias overwrites any existing file content \return Number returned is # bytes successfully written"
"quit","Misc","","Exit to windows"
"restart","Misc","","Restart a single player game, skirmish game, or the front end. (doesn't work in multiplayer games)"
"scartype","Misc","StackVar v","Returns ST_NIL,ST_BOOLEAN,ST_NUMBER,ST_STRING,ST_TABLE,ST_FUNCTION,ST_SCARPOS,ST_EGROUP,ST_ENTITY,ST_SGROUP,ST_SQUAD,ST_TEAM,ST_MARKER, ST_PBG, or ST_UNKNOWN"
"separated","Misc","or not, SGroupID smallvector<SGroup, SGroupID sgroup, Boolean spawnedOnly, Real idealSquadRadius","Try to group the squads, returning the squads in groupings that are at least the ideal squad range apart"
"setsimframecap","Misc","Real fcap","Set the simulation rate"
"setsimpause","Misc","","Pause the simulation."
"setsimrate","Misc","Real rate","Set the simulation rate"
"switchplayer","Misc","lua_State* state","Change the local player."
"TimerAdd","Misc","String command, Real freqInSec","Add a timer to be triggered every 'freqInSec'. the timer will then run the passed-in command"
