"Category","File","Import","Line"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","team.scar","13"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","core.scar","15"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","MissionOMatic/MissionOMatic.scar","18"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","missionomatic/modules/module_rovingarmy.scar","19"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","test/common.scar","43"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","test/standard_test.scar","44"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","test/test_framework.scar","45"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","test/test_framework_cardinal.scar","46"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan.scar","MissionOMatic/MissionOMatic.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan.scar","obj_lumen_phase1.scar","10"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan.scar","obj_lumen_secondary.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan.scar","training_lumen.scar","12"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan.scar","mon_chp3_lumen_shan_automated.scar","14"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_phase1.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_phase1.scar","obj_lumen_phase2.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_phase2.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_phase2.scar","obj_lumen_phase3.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_phase3.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_phase3.scar","obj_lumen_phase4.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_phase4.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_secondary.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\training_lumen.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1267\mon_chp3_xiangyang_1267.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1267\mon_chp3_xiangyang_1267.scar","obj_xiangyang1_phase1.scar","9"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1267\mon_chp3_xiangyang_1267.scar","obj_xiangyang1_secondary.scar","10"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1267\mon_chp3_xiangyang_1267.scar","training_xiangyang1.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1267\mon_chp3_xiangyang_1267.scar","gathering_utility.scar","12"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1267\obj_xiangyang1_phase1.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1267\obj_xiangyang1_phase1.scar","obj_xiangyang1_phase2.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1267\obj_xiangyang1_phase2.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1267\obj_xiangyang1_secondary.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1267\training_xiangyang1.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\mon_chp3_xiangyang_1273.scar","MissionOMatic/MissionOMatic.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\mon_chp3_xiangyang_1273.scar","obj_xiangyang2_secondary.scar","9"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\mon_chp3_xiangyang_1273.scar","obj_xiangyang2_phase1.scar","10"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\mon_chp3_xiangyang_1273.scar","cardinal/scenarios/campaign/mongol/mon_base_xiangyang/mon_base_xiangyang.scar","12"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\mon_chp3_xiangyang_1273.scar","training_xiangyang2.scar","13"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\obj_xiangyang2_phase1.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\obj_xiangyang2_phase1.scar","obj_xiangyang2_phase2.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\obj_xiangyang2_phase2.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\obj_xiangyang2_phase2.scar","obj_xiangyang2_phase3.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\obj_xiangyang2_phase3.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\training_xiangyang2.scar","training.scar","5"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\training_xiangyang2.scar","training/campaigntraininggoals.scar","6"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\gdm_chp1_moscow.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\gdm_chp1_moscow.scar","obj_ProtectMoscow.scar","9"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\gdm_chp1_moscow.scar","obj_RebuildMoscow.scar","10"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\gdm_chp1_moscow.scar","obj_ExpandMoscow.scar","11"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\gdm_chp1_moscow.scar","obj_FindVillagers.scar","12"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\gdm_chp1_moscow.scar","obj_BuildDefences.scar","13"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\gdm_chp1_moscow.scar","obj_MongolAttacks.scar","14"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\gdm_chp1_moscow.scar","training_moscow.scar","16"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\training_moscow.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","MissionOMatic/MissionOMatic.scar","8"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","obj_preparearmy.scar","11"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","obj_defenselines.scar","12"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","obj_mongolwaves.scar","13"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","obj_cavdetachment.scar","14"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","kulikovo_wavevariables.scar","15"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","training_kulikovo.scar","18"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\kulikovotraininggoals.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\kulikovotraininggoals.scar","training/rustrainingconditions.scar","6"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_defenselines.scar","gdm_chp2_kulikovo.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_mongolwaves.scar","gdm_chp2_kulikovo.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\training_kulikovo.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\diplomacy_tribute.scar","gameplay/xbox_diplomacy_menus.scar","10"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","obj_PayTheMongols.scar","9"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","obj_CollectTaxes.scar","10"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","obj_BuySettlements.scar","11"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","obj_BuildCabins.scar","12"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","obj_BanditCamps.scar","13"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","Diplomacy_Tribute.scar","15"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","Training_Tribute.scar","16"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\obj_buysettlements.scar","gdm_chp2_tribute.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\training_tribute.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\diplomacy_chp3_moscow.scar","gameplay/xbox_diplomacy_menus.scar","10"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","obj_moscowdefense.scar","8"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","obj_mongolattacks.scar","9"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","obj_prepare.scar","10"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","obj_refugees.scar","11"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","diplomacy_chp3_moscow.scar","12"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","training_moscow3.scar","13"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\obj_prepare.scar","obj_<prefix>.scar","10"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\obj_refugees.scar","obj_<prefix>.scar","10"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\training_moscow3.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","obj_capture_village.scar","9"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","obj_middle_battle.scar","10"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","obj_getthroughnovgorod.scar","11"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","obj_destroy_novgorod.scar","12"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","training_novgorod.scar","13"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\training_novgorod.scar","training/campaigntraininggoals.scar","2"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\training_novgorod.scar","training/rustrainingconditions.scar","3"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","GameScarUtil.scar","9"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","Prefabs.scar","10"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","standard.scar","11"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","scarutil.scar","12"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","team.scar","13"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","core.scar","15"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","MissionOMatic/MissionOMatic.scar","18"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","missionomatic/modules/module_rovingarmy.scar","19"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","test/common.scar","46"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","test/standard_test.scar","47"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","test/test_framework.scar","48"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","test/test_framework_cardinal.scar","49"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","MissionOMatic/MissionOMatic.scar","1"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","obj_mongolwaves.scar","2"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","obj_holdfords.scar","3"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","obj_attackmongols.scar","4"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","ugra_combatvalue.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","training_ugra.scar","6"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","gdm_chp3_ugra_automated.scar","8"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_attackmongols.scar","MissionOMatic/MissionOMatic.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\training_ugra.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","MissionOMatic/MissionOMatic.scar","1"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","obj_securefort.scar","2"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","obj_siegekazan.scar","3"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","obj_clearwestford.scar","4"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","kazan_training.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\kazan_training.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\russia\gdm_chp4_smolensk\gdm_chp4_smolensk.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\russia\gdm_chp4_smolensk\gdm_chp4_smolensk.scar","obj_capturevillages.scar","8"
"campaign","scenarios\campaign\russia\gdm_chp4_smolensk\gdm_chp4_smolensk.scar","obj_besiegesmolensk.scar","9"
"campaign","scenarios\campaign\russia\gdm_chp4_smolensk\gdm_chp4_smolensk.scar","obj_capturesmolensk.scar","10"
"campaign","scenarios\campaign\russia\gdm_chp4_smolensk\gdm_chp4_smolensk.scar","obj_surrenderui.scar","11"
"campaign","scenarios\campaign\russia\gdm_chp4_smolensk\gdm_chp4_smolensk.scar","training/coretraininggoals.scar","14"
"campaign","scenarios\campaign\russia\gdm_chp4_smolensk\gdm_chp4_smolensk.scar","training/campaigntraininggoals.scar","15"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\obj_investigate.scar","obj_spearmen.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\obj_investigate.scar","training_sal_chp1_rebellion.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\obj_spearmen.scar","cardinal.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\obj_spearmen.scar","training_sal_chp1_rebellion.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\sal_chp1_rebellion.scar","MissionOMatic/MissionOMatic.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\sal_chp1_rebellion.scar","training_sal_chp1_rebellion.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\sal_chp1_rebellion.scar","obj_investigate.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\sal_chp1_rebellion.scar","obj_spearmen.scar","5"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\training_sal_chp1_rebellion.scar","training.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\training_sal_chp1_rebellion.scar","cardinal.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_archers.scar","obj_prepare.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_archers.scar","sal_chp1_valesdun.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_defeat.scar","cardinal.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_defeat.scar","MissionOMatic/MissionOMatic.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_defeat.scar","obj_prepare.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_horsemen.scar","cardinal.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_horsemen.scar","MissionOMatic/MissionOMatic.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_horsemen.scar","obj_locate.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_locate.scar","cardinal.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_locate.scar","MissionOMatic/MissionOMatic.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_locate.scar","obj_archers.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_muster.scar","cardinal.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_muster.scar","MissionOMatic/MissionOMatic.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_muster.scar","obj_horsemen.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_muster.scar","sal_chp1_valesdun.scar","5"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_organise.scar","obj_muster.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_prepare.scar","cardinal.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_prepare.scar","MissionOMatic/MissionOMatic.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_prepare.scar","obj_defeat.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\sal_chp1_valesdun.scar","cardinal.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\sal_chp1_valesdun.scar","obj_organise.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\sal_chp1_valesdun.scar","obj_muster.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\sal_chp1_valesdun.scar","obj_horsemen.scar","5"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\sal_chp1_valesdun.scar","obj_locate.scar","6"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\sal_chp1_valesdun.scar","obj_archers.scar","7"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\sal_chp1_valesdun.scar","obj_prepare.scar","8"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\sal_chp1_valesdun.scar","obj_defeat.scar","9"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\sal_chp1_valesdun.scar","training_sal_chp1_valesdun.scar","10"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\sal_chp1_valesdun.scar","MissionOMatic/MissionOMatic.scar","11"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\training_sal_chp1_valesdun.scar","training.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\training_sal_chp1_valesdun.scar","cardinal.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\training_sal_chp1_valesdun.scar","sal_chp1_valesdun.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\obj_capture.scar","sal_chp2_dinan.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\obj_capture.scar","sal_chp2_dinan.events","3"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\obj_capture.scar","training_sal_chp2_dinan.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\sal_chp2_dinan.scar","MissionOMatic/MissionOMatic.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\sal_chp2_dinan.scar","obj_expand.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\sal_chp2_dinan.scar","obj_upgrade.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\sal_chp2_dinan.scar","obj_capture.scar","5"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\sal_chp2_dinan.scar","training_sal_chp2_dinan.scar","6"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\training_sal_chp2_dinan.scar","training.scar","1"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\training_sal_chp2_dinan.scar","cardinal.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\training_sal_chp2_dinan.scar","sal_chp2_dinan.events","3"
"campaign","scenarios\campaign\salisbury\sal_chp2_township\sal_chp2_township.scar","MissionOMatic/MissionOMatic.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp2_township\sal_chp2_township.scar","obj_landmark.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp2_township\sal_chp2_township.scar","obj_research.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp2_township\sal_chp2_township.scar","training_sal_chp2_township.scar","5"
"campaign","scenarios\campaign\salisbury\sal_chp2_township\training_sal_chp2_township.scar","training.scar","1"
"campaign","scenarios\campaign\salisbury\sal_chp2_township\training_sal_chp2_township.scar","cardinal.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_grow.scar","cardinal.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_grow.scar","MissionOMatic/MissionOMatic.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_officials.scar","cardinal.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_officials.scar","MissionOMatic/MissionOMatic.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_scout.scar","cardinal.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_scout.scar","MissionOMatic/MissionOMatic.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_villagers.scar","cardinal.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_villagers.scar","MissionOMatic/MissionOMatic.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\sal_chp2_womanswork.scar","MissionOMatic/MissionOMatic.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\sal_chp2_womanswork.scar","cardinal.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\sal_chp2_womanswork.scar","training_sal_chp2_womanswork.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\sal_chp2_womanswork.scar","obj_villagers.scar","5"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\sal_chp2_womanswork.scar","obj_grow.scar","6"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\sal_chp2_womanswork.scar","obj_officials.scar","7"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\sal_chp2_womanswork.scar","obj_scout.scar","8"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\training_sal_chp2_womanswork.scar","training.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\training_sal_chp2_womanswork.scar","cardinal.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\training_sal_chp2_womanswork.scar","MissionOMatic/MissionOMatic.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\obj_fleet.scar","cardinal.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\obj_fleet.scar","sal_chp3_brokenpromise.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\obj_invade.scar","cardinal.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\obj_invade.scar","sal_chp3_brokenpromise.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\sal_chp3_brokenpromise.scar","MissionOMatic/MissionOMatic.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\sal_chp3_brokenpromise.scar","cardinal.scar","3"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\sal_chp3_brokenpromise.scar","obj_gather.scar","4"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\sal_chp3_brokenpromise.scar","obj_build.scar","5"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\sal_chp3_brokenpromise.scar","obj_fleet.scar","6"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\sal_chp3_brokenpromise.scar","obj_invade.scar","7"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\sal_chp3_brokenpromise.scar","training_sal_chp3_brokenpromise.scar","8"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\training_sal_chp3_brokenpromise.scar","training.scar","2"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\training_sal_chp3_brokenpromise.scar","cardinal.scar","3"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_advancedcombat\challenge_mission_advancedcombat_automated.scar","GameScarUtil.scar","9"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_advancedcombat\challenge_mission_advancedcombat_automated.scar","Prefabs.scar","10"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_advancedcombat\challenge_mission_advancedcombat_automated.scar","standard.scar","11"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_advancedcombat\challenge_mission_advancedcombat_automated.scar","scarutil.scar","12"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_advancedcombat\challenge_mission_advancedcombat_automated.scar","team.scar","13"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_advancedcombat\challenge_mission_advancedcombat_automated.scar","core.scar","15"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_advancedcombat\challenge_mission_advancedcombat_preintro.scar","Cardinal.scar","11"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_advancedcombat\challenge_mission_advancedcombat.scar","Cardinal.scar","12"
