"Category","File","Variable","Line","Value"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","name","44","name = ""Time Elapsed"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","goal_m","45","goal_m = nil,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","goal_s","46","goal_s = nil,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","time","47","time = nil,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","objective","48","objective = {},"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","bronze","50","bronze = {"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","goal_m","51","goal_m = 19, -- 19 minutes"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","goal_s","52","goal_s = 30, -- 30 seconds"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","time","53","time = 19*60+30,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","objective","54","objective = {},"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","silver","56","silver = {"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","goal_m","57","goal_m = 15, -- 15 minutes"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","goal_s","58","goal_s = 30, -- 30 seconds"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","time","59","time = 15*60+30,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","objective","60","objective = {},"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","gold","62","gold = {"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","goal_m","63","goal_m = 10, -- 10 minutes"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","goal_s","64","goal_s = 30, -- 30 seconds"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","time","65","time = 10*60+30,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","objective","66","objective = {},"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","annihilation","69","annihilation = {"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","type_map","70","type_map = {"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","town_center","71","town_center 	= ""villager"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","barracks","72","barracks		= ""spearman"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","archery_range","73","archery_range 	= ""archer"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","stable","74","stable 			= ""horseman"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","siege_workshop","75","siege_workshop 	= ""springald"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","monastery","76","monastery 		= ""monk"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","cue","78","cue = {						-- event cue shown when player is eliminated"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","title","79","title = Loc_Empty(),"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","desc","80","desc = Loc_Empty(),"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","sfx","81","sfx = ""sfx_ui_event_queue_high_priority_play"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","icon","82","icon = ""icons\\event_queue_high_priority_large"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","template","83","template = ""high_priority"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","style","84","style = ECV_Queue | ECV_Title,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","125","Title = ""$11202274"", -- Build a booming economy"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","127","Type = OT_Primary,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","IsComplete","129","IsComplete = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","OnComplete","133","OnComplete = ChallengeMission_OnComplete,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","137","Title = ""$11202275"", -- Train Additional Villagers"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","139","Type = OT_Secondary,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Parent","140","Parent = _challenge.victory.objectiveVictory,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","144","Title = ""$11202276"", -- Train Additional Traders"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","146","Type = OT_Secondary,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Parent","147","Parent = _challenge.victory.objectiveVictory,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","151","Title = ""$11202277"", -- Build a Landmark and advance to the Imperial Age"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","153","Type = OT_Secondary,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Parent","154","Parent = _challenge.victory.objectiveVictory,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","169","Title = ""$11200775"", --""Expand your base"""
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","171","Type = OT_Secondary,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","IsComplete","173","IsComplete = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","181","Title = ""$11200776"", -- ""Build a second Town Center"""
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","183","Type = OT_Secondary,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Parent","184","Parent = _challenge.secondary.objectiveVictory,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","189","Title = ""$11200777"", -- ""Build additional Town Centers"""
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","191","Type = OT_Secondary,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Parent","192","Parent = _challenge.secondary.objectiveVictory,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","197","Title = ""$11200778"", -- ""Build additional Markets"""
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","199","Type = OT_Secondary,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Parent","200","Parent = _challenge.secondary.objectiveVictory,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","205","Title = ""$11200779"", -- ""Build additional Houses"""
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","207","Type = OT_Secondary,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Parent","208","Parent = _challenge.secondary.objectiveVictory,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","213","Title = ""$11200780"", -- ""Build additional Farms"""
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","215","Type = OT_Secondary,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Parent","216","Parent = _challenge.secondary.objectiveVictory,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","221","Title = ""$11200781"", -- ""Research economic technologies"""
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","223","Type = OT_Secondary,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Parent","224","Parent = _challenge.secondary.objectiveVictory,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","231","Title = ""$11166938"", -- ""Time Elapsed"""
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","233","Type = OT_Bonus,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Icon","235","Icon = _challenge.icons.noMedalObjective,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","239","Title = Loc_FormatText(""$11200672"", _challenge.benchmarks.bronze.goal_m, _challenge.benchmarks.gold.goal_s), -- ""Bronze "
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","TelemetryTitle","240","TelemetryTitle = ""TimeRequired_BronzeMedal"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","242","Type = OT_Bonus,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Icon","244","Icon = _challenge.icons.bronzeMedalObjective,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","248","Title = Loc_FormatText(""$11200673"", _challenge.benchmarks.silver.goal_m, _challenge.benchmarks.gold.goal_s), -- ""Silver "
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","TelemetryTitle","249","TelemetryTitle = ""TimeRequired_SilverMedal"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","251","Type = OT_Bonus,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Icon","253","Icon = _challenge.icons.silverMedalObjective,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Title","257","Title = Loc_FormatText(""$11200674"", _challenge.benchmarks.gold.goal_m, _challenge.benchmarks.gold.goal_s), -- ""Gold Meda"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","TelemetryTitle","258","TelemetryTitle = ""TimeRequired_GoldMedal"","
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Type","260","Type = OT_Bonus,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","Icon","262","Icon = _challenge.icons.goldMedalObjective,"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","hasobjectiveAddFarms","992","hasobjectiveAddFarms = false"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","has_entity_with_queue","1542","has_entity_with_queue = true"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_lateeconomy\challenge_mission_lateeconomy.scar","has_resources_remaining","1544","has_resources_remaining = true"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot01_Units","3","LateSiege_PreIntro_Shot01_Units = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","localPlayer","9","localPlayer = World_GetPlayerAt(1) --Player"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","enemyPlayer","10","enemyPlayer = World_GetPlayerAt(2) --Enemy"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_01_archers_enemy1","19","sg_preintro_01_archers_enemy1 = SGroup_CreateIfNotFound(""sg_preintro_01_archers_enemy1"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_01_archers_enemy2","20","sg_preintro_01_archers_enemy2 = SGroup_CreateIfNotFound(""sg_preintro_01_archers_enemy2"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_01_archers_enemy3","21","sg_preintro_01_archers_enemy3 = SGroup_CreateIfNotFound(""sg_preintro_01_archers_enemy3"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_01_spearmen_enemy1","23","sg_preintro_01_spearmen_enemy1 = SGroup_CreateIfNotFound(""sg_preintro_01_spearmen_enemy1"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_01_menatarms_enemy1","24","sg_preintro_01_menatarms_enemy1 = SGroup_CreateIfNotFound(""sg_preintro_01_menatarms_enemy1"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","leftArcPos","40","leftArcPos = Util_GetPosition(mkr_preintro_enemy_archers_rally_3)"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","rightArcPos","41","rightArcPos = Util_GetPosition(mkr_preintro_enemy_archers_rally_4)"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","leftArcPos","48","leftArcPos = Util_GetPosition(mkr_preintro_enemy_archers_setup_1)"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","rightArcPos","49","rightArcPos = Util_GetPosition(mkr_preintro_enemy_archers_spawn_2)"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","leftArcPos","52","leftArcPos = Util_GetPosition(mkr_preintro_enemy_archers_rally_4)"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","rightArcPos","53","rightArcPos = Util_GetPosition(mkr_preintro_enemy_archers_rally_5)"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot01_Face_Archers","70","LateSiege_PreIntro_Shot01_Face_Archers = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot01_Face_Archers2","98","LateSiege_PreIntro_Shot01_Face_Archers2 = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot02_Units","117","LateSiege_PreIntro_Shot02_Units = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","localPlayer","123","localPlayer = World_GetPlayerAt(1) --Player"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","enemyPlayer","124","enemyPlayer = World_GetPlayerAt(2) --Enemy"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","eg_preIntro01_hidden_buildings","128","eg_preIntro01_hidden_buildings = EGroup_CreateIfNotFound(""eg_preIntro01_hidden_buildings"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_02_menatarms1","140","sg_preintro_02_menatarms1 = SGroup_CreateIfNotFound(""sg_preintro_02_menatarms1"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_02_menatarms2","141","sg_preintro_02_menatarms2 = SGroup_CreateIfNotFound(""sg_preintro_02_menatarms2"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_02_menatarms3","142","sg_preintro_02_menatarms3 = SGroup_CreateIfNotFound(""sg_preintro_02_menatarms3"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot02_SiegeTower_Complete","170","LateSiege_PreIntro_Shot02_SiegeTower_Complete = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preIntro02_siege_tower","177","sg_preIntro02_siege_tower = SGroup_CreateIfNotFound(""sg_preIntro02_siege_tower"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot02_Delayed_Scatter","202","LateSiege_PreIntro_Shot02_Delayed_Scatter = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot02_Delayed_Scatter2","215","LateSiege_PreIntro_Shot02_Delayed_Scatter2 = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot02_SiegeTower_Halt","223","LateSiege_PreIntro_Shot02_SiegeTower_Halt = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preIntro02_siege_tower","229","sg_preIntro02_siege_tower = SGroup_CreateIfNotFound(""sg_preIntro02_siege_tower"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot02_Ram_Halt","246","LateSiege_PreIntro_Shot02_Ram_Halt = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preIntro02_ram","252","sg_preIntro02_ram = SGroup_CreateIfNotFound(""sg_preIntro02_ram"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot03_Units","271","LateSiege_PreIntro_Shot03_Units = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","localPlayer","280","localPlayer = World_GetPlayerAt(1) --Player"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","enemyPlayer","281","enemyPlayer = World_GetPlayerAt(2) --Enemy"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_03_menatarms1","289","sg_preintro_03_menatarms1 = SGroup_CreateIfNotFound(""sg_preintro_03_menatarms1"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_03_menatarms2","290","sg_preintro_03_menatarms2 = SGroup_CreateIfNotFound(""sg_preintro_03_menatarms2"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_03_menatarms3","291","sg_preintro_03_menatarms3 = SGroup_CreateIfNotFound(""sg_preintro_03_menatarms3"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_03_siegetower1","292","sg_preintro_03_siegetower1 = SGroup_CreateIfNotFound(""sg_preintro_03_siegetower1"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_03_siegetower2","293","sg_preintro_03_siegetower2 = SGroup_CreateIfNotFound(""sg_preintro_03_siegetower2"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_03_ram","294","sg_preintro_03_ram = SGroup_CreateIfNotFound(""sg_preintro_03_ram"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot03_SiegeTower_Unload","351","LateSiege_PreIntro_Shot03_SiegeTower_Unload = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","closestWallDist","387","closestWallDist = wallDist"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","closestWallIndex","388","closestWallIndex = i"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot03_SiegeTower_Unload2","411","LateSiege_PreIntro_Shot03_SiegeTower_Unload2 = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","closestWallDist","447","closestWallDist = wallDist"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","closestWallIndex","448","closestWallIndex = i"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot03_SiegeTower_HasUnloaded","472","LateSiege_PreIntro_Shot03_SiegeTower_HasUnloaded = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot03_SiegeTower_AttackArchers","497","LateSiege_PreIntro_Shot03_SiegeTower_AttackArchers = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot04_Units","514","LateSiege_PreIntro_Shot04_Units = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","localPlayer","525","localPlayer = World_GetPlayerAt(1) --Player"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","enemyPlayer","526","enemyPlayer = World_GetPlayerAt(2) --Enemy"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_04_trebuchet1","534","sg_preintro_04_trebuchet1 = SGroup_CreateIfNotFound(""sg_preintro_04_trebuchet1"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_04_bombard1","535","sg_preintro_04_bombard1 = SGroup_CreateIfNotFound(""sg_preintro_04_bombard1"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preintro_04_menatarms1","536","sg_preintro_04_menatarms1 = SGroup_CreateIfNotFound(""sg_preintro_04_menatarms1"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","eg_preIntro04_building_fire","554","eg_preIntro04_building_fire = EGroup_CreateIfNotFound(""eg_preIntro04_building_fire"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot04_AttackWall","637","LateSiege_PreIntro_Shot04_AttackWall = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","closestWallDist","659","closestWallDist = wallDist"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","closestWallIndex","660","closestWallIndex = i"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot04_ClearWallSection","683","LateSiege_PreIntro_Shot04_ClearWallSection = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","archerDest","706","archerDest = Util_GetPosition(mkr_preintro_enemy_archers_rally_5)"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","archerDest","708","archerDest = Util_GetPosition(mkr_preintro_enemy_archers_rally_4)"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_Shot05_Units","718","LateSiege_PreIntro_Shot05_Units = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","localPlayer","724","localPlayer = World_GetPlayerAt(1) --Player"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","enemyPlayer","725","enemyPlayer = World_GetPlayerAt(2) --Enemy"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","sg_preIntro05_gateholder","728","sg_preIntro05_gateholder = SGroup_CreateIfNotFound(""sg_preIntro05_gateholder"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","eg_preIntro05_building_fire","738","eg_preIntro05_building_fire = EGroup_CreateIfNotFound(""eg_preIntro05_building_fire"")"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_CleanUpAll","766","LateSiege_PreIntro_CleanUpAll = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_CleanUp01","775","LateSiege_PreIntro_CleanUp01 = function()"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_latesiege\challenge_mission_latesiege_preintro.scar","LateSiege_PreIntro_CleanUp02","790","LateSiege_PreIntro_CleanUp02 = function()"
