"Mode","Civ","Threshold","Type","Blueprint","Count","Age","Condition","Title","File","Line"
"onslaught","french_ha_01","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","2413"
"onslaught","french_ha_01","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","2426"
"onslaught","french_ha_01","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","2417"
"onslaught","french_ha_01","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_fre","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2421"
"onslaught","french_ha_01","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_fre","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2430"
"onslaught","french_ha_01","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","2435"
"onslaught","french_ha_01","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","2439"
"onslaught","french_ha_01","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","2443"
"onslaught","french_ha_01","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","2447"
"onslaught","french_ha_01","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","2451"
"onslaught","french_ha_01","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","2455"
"onslaught","french_ha_01","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","2459"
"onslaught","hre","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_hre","40","","","","cba_rewards_onslaught.scar","720"
"onslaught","hre","50","upgradeBP","upgrade_riveted_chain_armour_hre","","","","Loc:""$42764"",""$11162125""","cba_rewards_onslaught.scar","724"
"onslaught","hre","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","728"
"onslaught","hre","250","upgrade_const","AGS_UP_A_MELEE_I","","","","$11166275","cba_rewards_onslaught.scar","732"
"onslaught","hre","300","upgradeBP","upgrade_building_fire_armor_hre","","","","Loc:""$42764"",""$11182585""","cba_rewards_onslaught.scar","736"
"onslaught","hre","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","740"
"onslaught","hre","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_hre","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","744"
"onslaught","hre","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","749"
"onslaught","hre","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","754"
"onslaught","hre","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","759"
"onslaught","hre","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","763"
"onslaught","hre","750","upgradeBP","upgrade_infantry_marching_drills_hre","","","","Loc:""$42764"",""$11154075""","cba_rewards_onslaught.scar","767"
"onslaught","hre","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","771"
"onslaught","hre","850","upgradeBP","upgrade_gothic_plate_armour_hre","","","","Loc:""$42764"",""$11157705""","cba_rewards_onslaught.scar","775"
"onslaught","hre","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","779"
"onslaught","hre","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","784"
"onslaught","hre","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_hre","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","789"
"onslaught","hre","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","794"
"onslaught","hre","1250","upgradeBP","upgrade_man_at_arms_two_handed_hre","","","","Loc:""$42764"",""$11164733""","cba_rewards_onslaught.scar","798"
"onslaught","hre","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","802"
"onslaught","hre","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","806"
"onslaught","hre","1450","upgradeBP","upgrade_reinforced_defenses_hre","","","","Loc:""$42764"",""$11157752""","cba_rewards_onslaught.scar","810"
"onslaught","hre","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","815"
"onslaught","hre","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","819"
"onslaught","hre","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","823"
"onslaught","hre","1850","upgradeBP","upgrade_landsknecht_charge_drills_hre","","","","Loc:""$42764"",""$11182587""","cba_rewards_onslaught.scar","827"
"onslaught","hre","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","831"
"onslaught","hre","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","836"
"onslaught","hre","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","841"
"onslaught","hre","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","845"
"onslaught","hre","2250","upgradeBP","upgrade_man_at_arms_maces_hre","","","","Loc:""$42764"",""$11157699""","cba_rewards_onslaught.scar","849"
"onslaught","hre","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","853"
"onslaught","hre","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","857"
"onslaught","hre","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_hre","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","861"
"onslaught","hre","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","866"
"onslaught","hre","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","879"
"onslaught","hre","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","870"
"onslaught","hre","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_hre","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","874"
"onslaught","hre","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_hre","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","883"
"onslaught","hre","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","888"
"onslaught","hre","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","892"
"onslaught","hre","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","896"
"onslaught","hre","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","900"
"onslaught","hre","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","904"
"onslaught","hre","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","908"
"onslaught","hre","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","912"
"onslaught","hre_ha_01","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_hre_ha_01","20","","","","cba_rewards_onslaught.scar","2636"
"onslaught","hre_ha_01","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","2640"
"onslaught","hre_ha_01","250","upgrade_const","AGS_UP_A_MELEE_I","","","","$11166275","cba_rewards_onslaught.scar","2644"
"onslaught","hre_ha_01","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","2648"
"onslaught","hre_ha_01","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_hre_ha_01","25","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2652"
"onslaught","hre_ha_01","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","2657"
"onslaught","hre_ha_01","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","2662"
"onslaught","hre_ha_01","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","2667"
"onslaught","hre_ha_01","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","2671"
"onslaught","hre_ha_01","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","2675"
"onslaught","hre_ha_01","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","2679"
"onslaught","hre_ha_01","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","2684"
"onslaught","hre_ha_01","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_hre_ha_01","30","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2689"
"onslaught","hre_ha_01","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","2694"
"onslaught","hre_ha_01","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","2698"
"onslaught","hre_ha_01","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","2702"
"onslaught","hre_ha_01","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","2706"
"onslaught","hre_ha_01","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","2710"
"onslaught","hre_ha_01","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","2714"
"onslaught","hre_ha_01","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","2718"
"onslaught","hre_ha_01","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","2723"
"onslaught","hre_ha_01","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","2728"
"onslaught","hre_ha_01","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","2732"
"onslaught","hre_ha_01","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","2736"
"onslaught","hre_ha_01","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","2740"
"onslaught","hre_ha_01","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_hre_ha_01","20","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2744"
"onslaught","hre_ha_01","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","2749"
"onslaught","hre_ha_01","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","2762"
"onslaught","hre_ha_01","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","2753"
"onslaught","hre_ha_01","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_hre_ha_01","25","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2757"
"onslaught","hre_ha_01","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_hre_ha_01","30","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2766"
"onslaught","hre_ha_01","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","2771"
"onslaught","hre_ha_01","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","2775"
"onslaught","hre_ha_01","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","2779"
"onslaught","hre_ha_01","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","2783"
"onslaught","hre_ha_01","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","2787"
"onslaught","hre_ha_01","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","2791"
"onslaught","hre_ha_01","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","2795"
"onslaught","japanese","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_samurai_3_jpn","40","","","","cba_rewards_onslaught.scar","2804"
"onslaught","japanese","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","2808"
"onslaught","japanese","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","2812"
"onslaught","japanese","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_samurai_3_jpn","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2816"
"onslaught","japanese","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","2821"
"onslaught","japanese","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","2826"
"onslaught","japanese","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","2831"
"onslaught","japanese","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","2835"
"onslaught","japanese","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","2839"
"onslaught","japanese","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","2843"
"onslaught","japanese","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","2848"
"onslaught","japanese","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_samurai_3_jpn","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2853"
"onslaught","japanese","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","2858"
"onslaught","japanese","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","2862"
"onslaught","japanese","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","2866"
"onslaught","japanese","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","2870"
"onslaught","japanese","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","2874"
"onslaught","japanese","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","2878"
"onslaught","japanese","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","2882"
"onslaught","japanese","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","2887"
"onslaught","japanese","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","2892"
"onslaught","japanese","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","2896"
"onslaught","japanese","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","2900"
"onslaught","japanese","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","2904"
"onslaught","japanese","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_jpn","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2908"
"onslaught","japanese","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","2913"
"onslaught","japanese","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","2926"
"onslaught","japanese","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","2917"
"onslaught","japanese","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_jpn","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2921"
"onslaught","japanese","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_jpn","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2930"
"onslaught","japanese","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","2935"
"onslaught","japanese","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","2939"
"onslaught","japanese","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","2943"
"onslaught","japanese","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","2947"
"onslaught","japanese","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","2951"
"onslaught","japanese","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","2955"
"onslaught","japanese","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","2959"
"onslaught","japanese_ha_sen","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_samurai_3_jpn_ha_sen","40","","","","cba_rewards_onslaught.scar","3625"
"onslaught","japanese_ha_sen","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","3629"
"onslaught","japanese_ha_sen","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","3633"
"onslaught","japanese_ha_sen","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_samurai_3_jpn_ha_sen","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3637"
"onslaught","japanese_ha_sen","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","3642"
"onslaught","japanese_ha_sen","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","3647"
"onslaught","japanese_ha_sen","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","3652"
"onslaught","japanese_ha_sen","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","3656"
"onslaught","japanese_ha_sen","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","3660"
"onslaught","japanese_ha_sen","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","3664"
"onslaught","japanese_ha_sen","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","3669"
"onslaught","japanese_ha_sen","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_samurai_3_jpn_ha_sen","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3674"
"onslaught","japanese_ha_sen","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","3679"
"onslaught","japanese_ha_sen","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","3683"
"onslaught","japanese_ha_sen","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","3687"
"onslaught","japanese_ha_sen","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","3691"
"onslaught","japanese_ha_sen","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","3695"
"onslaught","japanese_ha_sen","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","3699"
"onslaught","japanese_ha_sen","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","3703"
"onslaught","japanese_ha_sen","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","3708"
"onslaught","japanese_ha_sen","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","3713"
"onslaught","japanese_ha_sen","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","3717"
"onslaught","japanese_ha_sen","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","3721"
"onslaught","japanese_ha_sen","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","3725"
"onslaught","japanese_ha_sen","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_jpn_ha_sen","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3729"
"onslaught","japanese_ha_sen","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","3734"
"onslaught","japanese_ha_sen","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","3747"
"onslaught","japanese_ha_sen","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","3738"
"onslaught","japanese_ha_sen","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_jpn_ha_sen","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3742"
"onslaught","japanese_ha_sen","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_jpn_ha_sen","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3751"
"onslaught","japanese_ha_sen","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","3756"
"onslaught","japanese_ha_sen","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","3760"
"onslaught","japanese_ha_sen","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","3764"
"onslaught","japanese_ha_sen","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","3768"
"onslaught","japanese_ha_sen","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","3772"
"onslaught","japanese_ha_sen","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","3776"
"onslaught","japanese_ha_sen","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","3780"
"onslaught","lancaster","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_earlsguard_3_lan","40","","","","cba_rewards_onslaught.scar","3299"
"onslaught","lancaster","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","3303"
"onslaught","lancaster","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","3307"
"onslaught","lancaster","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_earlsguard_3_lan","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3311"
"onslaught","lancaster","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","3316"
"onslaught","lancaster","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","3321"
"onslaught","lancaster","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","3326"
"onslaught","lancaster","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","3330"
"onslaught","lancaster","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","3334"
"onslaught","lancaster","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","3338"
"onslaught","lancaster","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","3343"
"onslaught","lancaster","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_earlsguard_3_lan","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3348"
"onslaught","lancaster","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","3353"
"onslaught","lancaster","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","3357"
"onslaught","lancaster","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","3361"
"onslaught","lancaster","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","3365"
"onslaught","lancaster","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","3369"
"onslaught","lancaster","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","3373"
"onslaught","lancaster","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","3377"
"onslaught","lancaster","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","3382"
"onslaught","lancaster","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","3387"
"onslaught","lancaster","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","3391"
"onslaught","lancaster","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","3395"
"onslaught","lancaster","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","3399"
"onslaught","lancaster","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_lan","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3403"
"onslaught","lancaster","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","3408"
